"FIPS State Code","FIPS County Code","FIPS State Name","FIPS County Name","file","file_datestamp","FSA State Code","FSA County Code","FSA County Name","Program Year","Pasture Type","Disaster Type","D2 START DATE","D2 END","D2A START DATE","D2A END","D2B START DATE","D2B END","D3A START DATE","D3A END","D3B START DATE","D3B END","D4A START DATE","D4A END","D4B START DATE","D4B END","Date of Qualifying Drought","Drought Factor","Grazing Period Start Date","Grazing Period End Date","Maximum Eligible Payment Months","Payment Factor"
"24","005","Maryland","Baltimore","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","005","BALTIMORE",2026,"Forage Sorghum","Drought",NA,NA,"2026-06-20","2026-07-17","2026-06-23","2026-08-17",NA,NA,NA,NA,NA,NA,NA,NA,"2026-07-17",1,"2026-06-20","2026-10-20",4,2
"24","005","Maryland","Baltimore","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","005","BALTIMORE",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-15","2026-11-15",5,2
"24","005","Maryland","Baltimore","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","005","BALTIMORE",2026,"Long Season Small Grains","Drought",NA,NA,"2026-01-06","2026-02-02","2026-01-06","2026-02-23",NA,NA,NA,NA,NA,NA,NA,NA,"2026-02-02",1,"2025-11-01","2026-06-15",5,2
"24","005","Maryland","Baltimore","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","005","BALTIMORE",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-15","2026-11-15",5,2
"24","009","Maryland","Calvert","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","009","CALVERT",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-06-20",NA,NA,NA,NA,NA,NA,NA,"2026-06-20",3,"2026-06-20","2026-10-14",3,3
"24","009","Maryland","Calvert","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","009","CALVERT",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","009","Maryland","Calvert","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","009","CALVERT",2026,"Long Season Small Grains","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,NA,NA,NA,NA,NA,NA,"2026-05-11",3,"2025-11-01","2026-06-15",5,3
"24","009","Maryland","Calvert","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","009","CALVERT",2026,"Native Pasture","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","011","Maryland","Caroline","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","011","CAROLINE",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-06-20",NA,"2026-06-20","2026-07-20",NA,NA,NA,NA,"2026-06-20",4,"2026-06-20","2026-10-14",3,3
"24","011","Maryland","Caroline","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","011","CAROLINE",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-05-05","2026-06-01",NA,NA,"2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-06-01",4,"2026-03-01","2026-11-30",5,4
"24","011","Maryland","Caroline","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","011","CAROLINE",2026,"Long Season Small Grains","Drought",NA,NA,"2026-05-05","2026-06-01",NA,NA,"2026-06-09",NA,NA,NA,NA,NA,NA,NA,"2026-06-01",3,"2025-11-01","2026-06-15",5,3
"24","011","Maryland","Caroline","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","011","CAROLINE",2026,"Native Pasture","Drought",NA,NA,"2026-05-05","2026-06-01",NA,NA,"2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-06-01",4,"2026-03-01","2026-11-30",5,4
"24","013","Maryland","Carroll","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","013","CARROLL",2026,"Forage Sorghum","Drought",NA,NA,"2026-06-20","2026-07-17","2026-06-23","2026-08-17",NA,NA,NA,NA,NA,NA,NA,NA,"2026-07-17",1,"2026-06-20","2026-10-20",4,2
"24","013","Maryland","Carroll","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","013","CARROLL",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-04-01","2026-11-15",5,2
"24","013","Maryland","Carroll","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","013","CARROLL",2026,"Long Season Small Grains","Drought",NA,NA,"2026-01-06","2026-02-02","2026-01-06","2026-03-02",NA,NA,NA,NA,NA,NA,NA,NA,"2026-02-02",1,"2025-11-01","2026-06-15",5,2
"24","013","Maryland","Carroll","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","013","CARROLL",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-04-01","2026-11-15",5,2
"24","015","Maryland","Cecil","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","015","CECIL",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-06-20",NA,"2026-06-20","2026-07-20",NA,NA,NA,NA,"2026-06-20",4,"2026-06-20","2026-10-20",4,4
"24","015","Maryland","Cecil","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","015","CECIL",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15","2026-06-16",NA,"2026-06-16","2026-07-13",NA,NA,NA,NA,"2026-05-18",4,"2026-03-15","2026-11-15",5,4
"24","015","Maryland","Cecil","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","015","CECIL",2026,"Long Season Small Grains","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2025-11-01","2026-06-15",5,2
"24","015","Maryland","Cecil","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","015","CECIL",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15","2026-06-16",NA,"2026-06-16","2026-07-13",NA,NA,NA,NA,"2026-05-18",4,"2026-03-15","2026-11-15",5,4
"24","017","Maryland","Charles","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","017","CHARLES",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-06-20",NA,NA,NA,NA,NA,NA,NA,"2026-06-20",3,"2026-06-20","2026-10-14",3,3
"24","017","Maryland","Charles","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","017","CHARLES",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","017","Maryland","Charles","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","017","CHARLES",2026,"Long Season Small Grains","Drought",NA,NA,"2025-12-16","2026-01-12","2025-12-16","2026-02-09","2026-06-09",NA,NA,NA,NA,NA,NA,NA,"2026-01-12",3,"2025-11-01","2026-06-15",5,3
"24","017","Maryland","Charles","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","017","CHARLES",2026,"Native Pasture","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","019","Maryland","Dorchester","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","019","DORCHESTER",2026,"Forage Sorghum","Drought",NA,NA,"2026-07-28","2026-08-24",NA,NA,"2026-06-20",NA,"2026-06-20","2026-07-20",NA,NA,NA,NA,"2026-06-20",4,"2026-06-20","2026-10-14",3,3
"24","019","Maryland","Dorchester","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","019","DORCHESTER",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-18",4,"2026-03-01","2026-11-30",5,4
"24","019","Maryland","Dorchester","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","019","DORCHESTER",2026,"Long Season Small Grains","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-08","2026-06-09",NA,NA,NA,NA,NA,NA,NA,"2026-05-18",3,"2025-11-01","2026-06-15",5,3
"24","019","Maryland","Dorchester","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","019","DORCHESTER",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-18",4,"2026-03-01","2026-11-30",5,4
"24","021","Maryland","Frederick","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","021","FREDERICK",2026,"Forage Sorghum","Drought",NA,NA,"2026-06-23","2026-07-20","2026-06-23","2026-08-17",NA,NA,NA,NA,NA,NA,NA,NA,"2026-07-20",1,"2026-06-20","2026-10-20",4,2
"24","021","Maryland","Frederick","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","021","FREDERICK",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-28","2026-05-25","2026-06-23","2026-08-10",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-25",1,"2026-04-01","2026-11-15",5,2
"24","021","Maryland","Frederick","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","021","FREDERICK",2026,"Long Season Small Grains","Drought",NA,NA,"2025-12-23","2026-01-19","2025-12-23","2026-02-16",NA,NA,NA,NA,NA,NA,NA,NA,"2026-01-19",1,"2025-11-01","2026-06-15",5,2
"24","021","Maryland","Frederick","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","021","FREDERICK",2026,"Native Pasture","Drought",NA,NA,"2026-04-28","2026-05-25","2026-06-23","2026-08-10",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-25",1,"2026-04-01","2026-11-15",5,2
"24","023","Maryland","Garrett","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","023","GARRETT",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-04-15","2026-10-31",5,1
"24","023","Maryland","Garrett","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","023","GARRETT",2026,"Long Season Small Grains","Drought",NA,NA,"2025-12-23","2026-01-19","2025-12-23","2026-02-09","2025-11-01",NA,NA,NA,NA,NA,NA,NA,"2025-11-01",3,"2025-11-01","2026-06-15",5,3
"24","023","Maryland","Garrett","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","023","GARRETT",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-04-15","2026-10-31",5,1
"24","025","Maryland","Harford","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","025","HARFORD",2026,"Forage Sorghum","Drought",NA,NA,"2026-06-20","2026-07-17","2026-06-23","2026-08-17",NA,NA,NA,NA,NA,NA,NA,NA,"2026-07-17",1,"2026-06-20","2026-10-20",4,2
"24","025","Maryland","Harford","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","025","HARFORD",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-15","2026-11-15",5,2
"24","025","Maryland","Harford","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","025","HARFORD",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-15","2026-11-15",5,2
"24","027","Maryland","Howard","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","027","HOWARD",2026,"Forage Sorghum","Drought",NA,NA,"2026-06-20","2026-07-17","2026-06-23","2026-08-17",NA,NA,NA,NA,NA,NA,NA,NA,"2026-07-17",1,"2026-06-20","2026-10-20",4,2
"24","027","Maryland","Howard","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","027","HOWARD",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-06-09","2026-07-27",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-15","2026-11-15",5,2
"24","027","Maryland","Howard","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","027","HOWARD",2026,"Long Season Small Grains","Drought",NA,NA,"2025-12-23","2026-01-19","2025-12-23","2026-02-16",NA,NA,NA,NA,NA,NA,NA,NA,"2026-01-19",1,"2025-11-01","2026-06-15",5,2
"24","027","Maryland","Howard","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","027","HOWARD",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-06-09","2026-07-27",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-15","2026-11-15",5,2
"24","029","Maryland","Kent","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","029","KENT",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-06-20",NA,"2026-06-20","2026-07-20",NA,NA,NA,NA,"2026-06-20",4,"2026-06-20","2026-10-14",3,3
"24","029","Maryland","Kent","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","029","KENT",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15","2026-06-16",NA,"2026-06-16","2026-07-13",NA,NA,NA,NA,"2026-05-18",4,"2026-03-01","2026-11-30",5,4
"24","029","Maryland","Kent","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","029","KENT",2026,"Long Season Small Grains","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2025-11-01","2026-06-15",5,2
"24","029","Maryland","Kent","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","029","KENT",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15","2026-06-16",NA,"2026-06-16","2026-07-13",NA,NA,NA,NA,"2026-05-18",4,"2026-03-01","2026-11-30",5,4
"24","031","Maryland","Montgomery","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","031","MONTGOMERY",2026,"Forage Sorghum","Drought",NA,NA,"2026-06-20","2026-07-17","2026-06-23","2026-08-17",NA,NA,NA,NA,NA,NA,NA,NA,"2026-07-17",1,"2026-06-20","2026-10-20",4,2
"24","031","Maryland","Montgomery","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","031","MONTGOMERY",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-15","2026-11-15",5,2
"24","031","Maryland","Montgomery","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","031","MONTGOMERY",2026,"Long Season Small Grains","Drought",NA,NA,"2025-11-11","2025-12-08","2025-11-11","2026-01-05",NA,NA,NA,NA,NA,NA,NA,NA,"2025-12-08",1,"2025-11-01","2026-06-15",5,2
"24","031","Maryland","Montgomery","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","031","MONTGOMERY",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-15","2026-11-15",5,2
"24","033","Maryland","Prince George's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","033","PRINCE GEORGE'S",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-06-20",NA,NA,NA,NA,NA,NA,NA,"2026-06-20",3,"2026-06-20","2026-10-14",3,3
"24","033","Maryland","Prince George's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","033","PRINCE GEORGE'S",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","033","Maryland","Prince George's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","033","PRINCE GEORGE'S",2026,"Long Season Small Grains","Drought",NA,NA,"2025-12-23","2026-01-19","2025-12-23","2026-02-16","2026-06-09",NA,NA,NA,NA,NA,NA,NA,"2026-01-19",3,"2025-11-01","2026-06-15",5,3
"24","033","Maryland","Prince George's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","033","PRINCE GEORGE'S",2026,"Native Pasture","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","035","Maryland","Queen Anne's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","035","QUEEN ANNE'S",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-06-20",NA,"2026-06-20","2026-07-20",NA,NA,NA,NA,"2026-06-20",4,"2026-06-20","2026-10-14",3,3
"24","035","Maryland","Queen Anne's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","035","QUEEN ANNE'S",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","035","Maryland","Queen Anne's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","035","QUEEN ANNE'S",2026,"Long Season Small Grains","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,NA,NA,NA,NA,NA,NA,"2026-05-11",3,"2025-11-01","2026-06-15",5,3
"24","035","Maryland","Queen Anne's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","035","QUEEN ANNE'S",2026,"Native Pasture","Drought",NA,NA,"2026-04-14","2026-05-11","2026-04-14","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","037","Maryland","St. Mary's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","037","ST. MARY'S",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-06-20",NA,NA,NA,NA,NA,NA,NA,"2026-06-20",3,"2026-06-20","2026-10-14",3,3
"24","037","Maryland","St. Mary's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","037","ST. MARY'S",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-14","2026-05-11",NA,NA,"2026-05-19",NA,"2026-05-19","2026-06-15",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","037","Maryland","St. Mary's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","037","ST. MARY'S",2026,"Long Season Small Grains","Drought",NA,NA,"2026-04-14","2026-05-11",NA,NA,"2026-05-19",NA,"2026-05-19","2026-06-15",NA,NA,NA,NA,"2026-05-11",4,"2025-11-01","2026-06-15",5,4
"24","037","Maryland","St. Mary's","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","037","ST. MARY'S",2026,"Native Pasture","Drought",NA,NA,"2026-04-14","2026-05-11",NA,NA,"2026-05-19",NA,"2026-05-19","2026-06-15",NA,NA,NA,NA,"2026-05-11",4,"2026-03-01","2026-11-30",5,4
"24","039","Maryland","Somerset","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","039","SOMERSET",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-06-20",NA,NA,NA,NA,NA,NA,NA,"2026-06-20",3,"2026-06-20","2026-10-14",3,3
"24","039","Maryland","Somerset","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","039","SOMERSET",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-07","2026-05-04",NA,NA,"2026-05-19",NA,"2026-05-19","2026-06-22",NA,NA,NA,NA,"2026-05-04",4,"2026-03-01","2026-11-30",5,4
"24","039","Maryland","Somerset","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","039","SOMERSET",2026,"Long Season Small Grains","Drought",NA,NA,"2026-04-07","2026-05-04",NA,NA,"2026-05-19",NA,NA,NA,NA,NA,NA,NA,"2026-05-04",3,"2025-11-01","2026-06-15",5,3
"24","039","Maryland","Somerset","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","039","SOMERSET",2026,"Native Pasture","Drought",NA,NA,"2026-04-07","2026-05-04",NA,NA,"2026-05-19",NA,"2026-05-19","2026-06-22",NA,NA,NA,NA,"2026-05-04",4,"2026-03-01","2026-11-30",5,4
"24","041","Maryland","Talbot","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","041","TALBOT",2026,"Forage Sorghum","Drought",NA,NA,"2026-07-28","2026-08-24",NA,NA,"2026-06-20",NA,"2026-06-20","2026-07-20",NA,NA,NA,NA,"2026-06-20",4,"2026-06-20","2026-10-14",3,3
"24","041","Maryland","Talbot","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","041","TALBOT",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-18",4,"2026-03-01","2026-11-30",5,4
"24","041","Maryland","Talbot","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","041","TALBOT",2026,"Long Season Small Grains","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-08","2026-06-09",NA,NA,NA,NA,NA,NA,NA,"2026-05-18",3,"2025-11-01","2026-06-15",5,3
"24","041","Maryland","Talbot","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","041","TALBOT",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18","2026-04-21","2026-06-08","2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-05-18",4,"2026-03-01","2026-11-30",5,4
"24","043","Maryland","Washington","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","043","WASHINGTON",2026,"Forage Sorghum","Drought",NA,NA,"2026-06-23","2026-07-20","2026-06-23","2026-08-17",NA,NA,NA,NA,NA,NA,NA,NA,"2026-07-20",1,"2026-06-20","2026-10-20",4,2
"24","043","Maryland","Washington","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","043","WASHINGTON",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-01","2026-04-28","2026-04-07","2026-05-25",NA,NA,NA,NA,NA,NA,NA,NA,"2026-04-28",1,"2026-04-01","2026-11-15",5,2
"24","043","Maryland","Washington","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","043","WASHINGTON",2026,"Long Season Small Grains","Drought",NA,NA,"2025-12-23","2026-01-19","2025-12-23","2026-02-16",NA,NA,NA,NA,NA,NA,NA,NA,"2026-01-19",1,"2025-11-01","2026-06-15",5,2
"24","043","Maryland","Washington","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","043","WASHINGTON",2026,"Native Pasture","Drought",NA,NA,"2026-04-01","2026-04-28","2026-04-07","2026-05-25",NA,NA,NA,NA,NA,NA,NA,NA,"2026-04-28",1,"2026-04-01","2026-11-15",5,2
"24","045","Maryland","Wicomico","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","045","WICOMICO",2026,"Forage Sorghum","Drought",NA,NA,"2026-07-21","2026-08-17",NA,NA,"2026-06-20",NA,"2026-06-20","2026-07-20",NA,NA,NA,NA,"2026-06-20",4,"2026-06-20","2026-10-14",3,3
"24","045","Maryland","Wicomico","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","24","045","WICOMICO",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-05-05","2026-06-01",NA,NA,"2026-06-09",NA,"2026-06-09","2026-07-06",NA,NA,NA,NA,"2026-06-01",4,"2026-03-01","2026-11-30",5,4
