"FIPS","FSA County","Program Year","Pasture Type","Qualifying Drought Event","Qualifying Date","Drought Factor","Maximum Eligible Payment Months","Payment Factor"
"04021","04021",2022,"Native Pasture","D2","2022-07-11",1,5,1
"04023","04023",2022,"Native Pasture","D3a","2022-05-17",3,5,4
"04023","04023",2022,"Native Pasture","D3b","2022-06-13",4,5,4
"04023","04023",2022,"Native Pasture","D2","2022-09-19",1,5,4
"04025","04025",2022,"Native Pasture","D3a","2022-05-10",3,5,4
"04025","04025",2022,"Native Pasture","D3b","2022-06-06",4,5,4
"04025","04025",2022,"Native Pasture","D2","2022-09-19",1,5,4
"04027","04027",2022,"Native Pasture","D2","2022-04-25",1,5,4
"04027","04027",2022,"Native Pasture","D3a","2022-05-10",3,5,4
"04027","04027",2022,"Native Pasture","D3b","2022-06-06",4,5,4
"05001","05001",2022,"Forage Sorghum","D3a","2022-10-25",3,5,3
"05001","05001",2022,"Full Season Improved Pasture","D2","2022-04-11",1,5,3
"05001","05001",2022,"Full Season Improved Pasture","D3a","2022-10-25",3,5,3
"05001","05001",2022,"Native Pasture","D3a","2022-10-25",3,5,3
"05003","05003",2022,"Annual Ryegrass","D3a","2022-01-04",3,5,4
"05003","05003",2022,"Annual Ryegrass","D3b","2022-01-31",4,5,4
"05003","05003",2022,"Full Season Improved Pasture","D3a","2022-01-15",3,5,4
"05003","05003",2022,"Full Season Improved Pasture","D3b","2022-02-14",4,5,4
"05003","05003",2022,"Long Season Small Grains","D3a","2022-01-04",3,5,4
"05003","05003",2022,"Long Season Small Grains","D3b","2022-01-31",4,5,4
"05003","05003",2022,"Native Pasture","D3a","2022-03-15",3,5,3
"05003","05003",2022,"Short Season Small Grains","D3a","2022-01-04",3,4,4
"05003","05003",2022,"Short Season Small Grains","D3b","2022-01-31",4,4,4
"05005","05005",2022,"Forage Sorghum","D3a","2022-07-19",3,5,3
"05005","05005",2022,"Full Season Improved Pasture","D3a","2022-07-19",3,5,3
"05005","05005",2022,"Native Pasture","D3a","2022-07-19",3,5,3
"05007","05007",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05007","05007",2022,"Forage Sorghum","D3b","2022-08-22",4,5,4
"05007","05007",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05007","05007",2022,"Full Season Improved Pasture","D3b","2022-08-22",4,5,4
"05007","05007",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05007","05007",2022,"Native Pasture","D3b","2022-08-22",4,5,4
"05009","05009",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05009","05009",2022,"Forage Sorghum","D3b","2022-08-22",4,5,4
"05009","05009",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05009","05009",2022,"Full Season Improved Pasture","D3b","2022-08-22",4,5,4
"05009","05009",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05009","05009",2022,"Native Pasture","D3b","2022-08-22",4,5,4
"05011","05011",2022,"Annual Ryegrass","D3a","2022-02-01",3,5,4
"05011","05011",2022,"Annual Ryegrass","D3b","2022-02-28",4,5,4
"05011","05011",2022,"Full Season Improved Pasture","D3a","2022-02-01",3,5,4
"05011","05011",2022,"Full Season Improved Pasture","D3b","2022-02-28",4,5,4
"05011","05011",2022,"Long Season Small Grains","D3a","2022-02-01",3,5,4
"05011","05011",2022,"Long Season Small Grains","D3b","2022-02-28",4,5,4
"05011","05011",2022,"Native Pasture","D3a","2022-03-15",3,5,3
"05011","05011",2022,"Short Season Small Grains","D3a","2022-02-01",3,4,4
"05011","05011",2022,"Short Season Small Grains","D3b","2022-02-28",4,4,4
"05013","05013",2022,"Annual Ryegrass","D3a","2022-02-15",3,5,4
"05013","05013",2022,"Annual Ryegrass","D3b","2022-03-14",4,5,4
"05013","05013",2022,"Full Season Improved Pasture","D3a","2022-02-15",3,5,4
"05013","05013",2022,"Full Season Improved Pasture","D3b","2022-03-14",4,5,4
"05013","05013",2022,"Long Season Small Grains","D3a","2022-02-15",3,5,4
"05013","05013",2022,"Long Season Small Grains","D3b","2022-03-14",4,5,4
"05013","05013",2022,"Native Pasture","D3a","2022-03-15",3,5,3
"05013","05013",2022,"Short Season Small Grains","D3a","2022-02-15",3,4,4
"05013","05013",2022,"Short Season Small Grains","D3b","2022-03-14",4,4,4
"05015","05015",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05015","05015",2022,"Forage Sorghum","D3b","2022-08-22",4,5,4
"05015","05015",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05015","05015",2022,"Full Season Improved Pasture","D3b","2022-08-22",4,5,4
"05015","05015",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05015","05015",2022,"Native Pasture","D3b","2022-08-22",4,5,4
"05017","05017",2022,"Annual Ryegrass","D3a","2022-01-04",3,5,4
"05017","05017",2022,"Annual Ryegrass","D3b","2022-01-31",4,5,4
"05017","05017",2022,"Full Season Improved Pasture","D3a","2022-01-15",3,5,4
"05017","05017",2022,"Full Season Improved Pasture","D3b","2022-02-14",4,5,4
"05017","05017",2022,"Long Season Small Grains","D3a","2022-01-04",3,5,4
"05017","05017",2022,"Long Season Small Grains","D3b","2022-01-31",4,5,4
"05017","05017",2022,"Native Pasture","D3a","2022-03-15",3,5,3
"05017","05017",2022,"Short Season Small Grains","D3a","2022-01-04",3,4,4
"05017","05017",2022,"Short Season Small Grains","D3b","2022-01-31",4,4,4
"05019","05019",2022,"Forage Sorghum","D2","2022-09-19",1,5,1
"05019","05019",2022,"Full Season Improved Pasture","D2","2022-04-11",1,5,1
"05019","05019",2022,"Native Pasture","D2","2022-09-19",1,5,1
"05021","05021",2022,"Forage Sorghum","D3a","2022-07-26",3,5,3
"05021","05021",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,3
"05021","05021",2022,"Native Pasture","D3a","2022-07-26",3,5,3
"05023","05023",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05023","05023",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05023","05023",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05023","05023",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05023","05023",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05023","05023",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05025","05025",2022,"Annual Ryegrass","D2","2022-03-21",1,5,1
"05025","05025",2022,"Full Season Improved Pasture","D2","2022-03-21",1,5,1
"05025","05025",2022,"Long Season Small Grains","D2","2022-03-21",1,5,1
"05027","05027",2022,"Annual Ryegrass","D3a","2022-02-01",3,5,4
"05027","05027",2022,"Annual Ryegrass","D3b","2022-02-28",4,5,4
"05027","05027",2022,"Full Season Improved Pasture","D3a","2022-02-01",3,5,4
"05027","05027",2022,"Full Season Improved Pasture","D3b","2022-02-28",4,5,4
"05027","05027",2022,"Long Season Small Grains","D3a","2022-02-01",3,5,4
"05027","05027",2022,"Long Season Small Grains","D3b","2022-02-28",4,5,4
"05027","05027",2022,"Native Pasture","D3a","2022-03-15",3,5,3
"05027","05027",2022,"Short Season Small Grains","D3a","2022-02-01",3,4,4
"05027","05027",2022,"Short Season Small Grains","D3b","2022-02-28",4,4,4
"05029","05029",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05029","05029",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05029","05029",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05029","05029",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05029","05029",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05029","05029",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05031","05031",2022,"Forage Sorghum","D3a","2022-10-11",3,5,3
"05031","05031",2022,"Full Season Improved Pasture","D3a","2022-10-11",3,5,3
"05031","05031",2022,"Native Pasture","D3a","2022-10-11",3,5,3
"05033","05033",2022,"Forage Sorghum","D2","2022-09-19",1,5,4
"05033","05033",2022,"Forage Sorghum","D3a","2022-09-27",3,5,4
"05033","05033",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05033","05033",2022,"Full Season Improved Pasture","D2","2022-09-19",1,5,4
"05033","05033",2022,"Full Season Improved Pasture","D3a","2022-09-27",3,5,4
"05033","05033",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05033","05033",2022,"Native Pasture","D2","2022-09-19",1,5,4
"05033","05033",2022,"Native Pasture","D3a","2022-09-27",3,5,4
"05033","05033",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05037","05037",2022,"Forage Sorghum","D3a","2022-10-11",3,5,3
"05037","05037",2022,"Full Season Improved Pasture","D3a","2022-10-11",3,5,4
"05037","05037",2022,"Full Season Improved Pasture","D3b","2022-11-07",4,5,4
"05037","05037",2022,"Native Pasture","D3a","2022-10-11",3,5,4
"05037","05037",2022,"Native Pasture","D3b","2022-11-07",4,5,4
"05039","05039",2022,"Forage Sorghum","D2","2022-09-19",1,5,1
"05039","05039",2022,"Full Season Improved Pasture","D2","2022-04-11",1,5,1
"05039","05039",2022,"Native Pasture","D2","2022-09-19",1,5,1
"05041","05041",2022,"Annual Ryegrass","D2","2022-02-28",1,5,1
"05041","05041",2022,"Full Season Improved Pasture","D2","2022-03-11",1,5,1
"05041","05041",2022,"Long Season Small Grains","D2","2022-02-28",1,5,1
"05041","05041",2022,"Short Season Small Grains","D2","2022-02-28",1,4,1
"05043","05043",2022,"Annual Ryegrass","D3a","2022-02-15",3,5,4
"05043","05043",2022,"Annual Ryegrass","D3b","2022-03-14",4,5,4
"05043","05043",2022,"Full Season Improved Pasture","D3a","2022-02-15",3,5,4
"05043","05043",2022,"Full Season Improved Pasture","D3b","2022-03-14",4,5,4
"05043","05043",2022,"Long Season Small Grains","D3a","2022-02-15",3,5,4
"05043","05043",2022,"Long Season Small Grains","D3b","2022-03-14",4,5,4
"05043","05043",2022,"Native Pasture","D3a","2022-03-15",3,5,3
"05043","05043",2022,"Short Season Small Grains","D3a","2022-02-15",3,4,4
"05043","05043",2022,"Short Season Small Grains","D3b","2022-03-14",4,4,4
"05045","05045",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05045","05045",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05045","05045",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05045","05045",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05045","05045",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05045","05045",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05047","05047",2022,"Forage Sorghum","D2","2022-09-19",1,5,4
"05047","05047",2022,"Forage Sorghum","D3a","2022-09-27",3,5,4
"05047","05047",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05047","05047",2022,"Full Season Improved Pasture","D2","2022-09-19",1,5,4
"05047","05047",2022,"Full Season Improved Pasture","D3a","2022-09-27",3,5,4
"05047","05047",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05047","05047",2022,"Native Pasture","D2","2022-09-19",1,5,4
"05047","05047",2022,"Native Pasture","D3a","2022-09-27",3,5,4
"05047","05047",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05049","05049",2022,"Forage Sorghum","D3a","2022-07-19",3,5,3
"05049","05049",2022,"Full Season Improved Pasture","D3a","2022-07-19",3,5,3
"05049","05049",2022,"Native Pasture","D3a","2022-07-19",3,5,3
"05051","05051",2022,"Forage Sorghum","D2","2022-09-19",1,5,1
"05051","05051",2022,"Full Season Improved Pasture","D2","2022-09-19",1,5,1
"05051","05051",2022,"Native Pasture","D2","2022-09-19",1,5,1
"05053","05053",2022,"Forage Sorghum","D2","2022-09-19",1,5,1
"05053","05053",2022,"Full Season Improved Pasture","D2","2022-09-19",1,5,1
"05053","05053",2022,"Native Pasture","D2","2022-09-19",1,5,1
"05057","05057",2022,"Annual Ryegrass","D2","2022-01-24",1,5,1
"05057","05057",2022,"Full Season Improved Pasture","D2","2022-03-11",1,5,1
"05057","05057",2022,"Long Season Small Grains","D2","2022-01-24",1,5,1
"05057","05057",2022,"Short Season Small Grains","D2","2022-01-24",1,4,1
"05059","05059",2022,"Forage Sorghum","D2","2022-09-19",1,5,1
"05059","05059",2022,"Full Season Improved Pasture","D2","2022-09-19",1,5,1
"05059","05059",2022,"Native Pasture","D2","2022-09-19",1,5,1
"05061","05061",2022,"Forage Sorghum","D3a","2022-10-04",3,5,3
"05061","05061",2022,"Full Season Improved Pasture","D3a","2022-10-04",3,5,3
"05061","05061",2022,"Native Pasture","D3a","2022-10-04",3,5,3
"05063","05063",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05063","05063",2022,"Forage Sorghum","D3b","2022-10-31",4,5,4
"05063","05063",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05063","05063",2022,"Full Season Improved Pasture","D3b","2022-10-31",4,5,4
"05063","05063",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05063","05063",2022,"Native Pasture","D3b","2022-10-31",4,5,4
"05065","05065",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05065","05065",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05065","05065",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05065","05065",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05065","05065",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05065","05065",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05067","05067",2022,"Forage Sorghum","D3a","2022-10-11",3,5,3
"05067","05067",2022,"Full Season Improved Pasture","D3a","2022-10-11",3,5,4
"05067","05067",2022,"Full Season Improved Pasture","D3b","2022-11-07",4,5,4
"05067","05067",2022,"Native Pasture","D3a","2022-10-11",3,5,4
"05067","05067",2022,"Native Pasture","D3b","2022-11-07",4,5,4
"05069","05069",2022,"Full Season Improved Pasture","D2","2022-11-14",1,5,1
"05069","05069",2022,"Native Pasture","D2","2022-11-14",1,5,1
"05071","05071",2022,"Forage Sorghum","D3a","2022-07-26",3,5,3
"05071","05071",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,3
"05071","05071",2022,"Native Pasture","D3a","2022-07-26",3,5,3
"05073","05073",2022,"Annual Ryegrass","D2","2022-01-31",1,5,4
"05073","05073",2022,"Annual Ryegrass","D3a","2022-02-01",3,5,4
"05073","05073",2022,"Annual Ryegrass","D3b","2022-02-28",4,5,4
"05073","05073",2022,"Full Season Improved Pasture","D3a","2022-02-01",3,5,4
"05073","05073",2022,"Full Season Improved Pasture","D3b","2022-02-28",4,5,4
"05073","05073",2022,"Long Season Small Grains","D2","2022-01-31",1,5,4
"05073","05073",2022,"Long Season Small Grains","D3a","2022-02-01",3,5,4
"05073","05073",2022,"Long Season Small Grains","D3b","2022-02-28",4,5,4
"05073","05073",2022,"Short Season Small Grains","D2","2022-01-31",1,4,4
"05073","05073",2022,"Short Season Small Grains","D3a","2022-02-01",3,4,4
"05073","05073",2022,"Short Season Small Grains","D3b","2022-02-28",4,4,4
"05075","05075",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05075","05075",2022,"Forage Sorghum","D3b","2022-10-31",4,5,4
"05075","05075",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05075","05075",2022,"Full Season Improved Pasture","D3b","2022-10-31",4,5,4
"05075","05075",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05075","05075",2022,"Native Pasture","D3b","2022-10-31",4,5,4
"05077","05077",2022,"Forage Sorghum","D3a","2022-10-25",3,5,3
"05077","05077",2022,"Full Season Improved Pasture","D3a","2022-10-25",3,5,3
"05077","05077",2022,"Native Pasture","D3a","2022-10-25",3,5,3
"05079","05079",2022,"Full Season Improved Pasture","D2","2022-04-11",1,5,1
"05081","05081",2022,"Annual Ryegrass","D3a","2022-01-18",3,5,3
"05081","05081",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05081","05081",2022,"Forage Sorghum","D3b","2022-08-22",4,5,4
"05081","05081",2022,"Full Season Improved Pasture","D3a","2022-01-18",3,5,4
"05081","05081",2022,"Full Season Improved Pasture","D3b","2022-08-01",4,5,4
"05081","05081",2022,"Long Season Small Grains","D3a","2022-01-18",3,5,3
"05081","05081",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05081","05081",2022,"Native Pasture","D3b","2022-08-22",4,5,4
"05081","05081",2022,"Short Season Small Grains","D3a","2022-01-18",3,4,3
"05083","05083",2022,"Forage Sorghum","D2","2022-09-19",1,5,4
"05083","05083",2022,"Forage Sorghum","D3a","2022-09-27",3,5,4
"05083","05083",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05083","05083",2022,"Full Season Improved Pasture","D2","2022-09-19",1,5,4
"05083","05083",2022,"Full Season Improved Pasture","D3a","2022-09-27",3,5,4
"05083","05083",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05083","05083",2022,"Native Pasture","D2","2022-09-19",1,5,4
"05083","05083",2022,"Native Pasture","D3a","2022-09-27",3,5,4
"05083","05083",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05085","05085",2022,"Forage Sorghum","D3a","2022-10-04",3,5,4
"05085","05085",2022,"Forage Sorghum","D3b","2022-10-31",4,5,4
"05085","05085",2022,"Full Season Improved Pasture","D3a","2022-10-04",3,5,4
"05085","05085",2022,"Full Season Improved Pasture","D3b","2022-10-31",4,5,4
"05085","05085",2022,"Native Pasture","D3a","2022-10-04",3,5,4
"05085","05085",2022,"Native Pasture","D3b","2022-10-31",4,5,4
"05087","05087",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05087","05087",2022,"Forage Sorghum","D3b","2022-08-22",4,5,4
"05087","05087",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05087","05087",2022,"Full Season Improved Pasture","D3b","2022-08-22",4,5,4
"05087","05087",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05087","05087",2022,"Native Pasture","D3b","2022-08-22",4,5,4
"05089","05089",2022,"Forage Sorghum","D3a","2022-07-26",3,5,3
"05089","05089",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,3
"05089","05089",2022,"Native Pasture","D3a","2022-07-26",3,5,3
"05091","05091",2022,"Annual Ryegrass","D2","2022-01-24",1,5,3
"05091","05091",2022,"Annual Ryegrass","D3a","2022-02-01",3,5,3
"05091","05091",2022,"Forage Sorghum","D3a","2022-07-26",3,5,3
"05091","05091",2022,"Full Season Improved Pasture","D3a","2022-02-01",3,5,4
"05091","05091",2022,"Full Season Improved Pasture","D3b","2022-08-15",4,5,4
"05091","05091",2022,"Long Season Small Grains","D2","2022-01-24",1,5,3
"05091","05091",2022,"Long Season Small Grains","D3a","2022-02-01",3,5,3
"05091","05091",2022,"Native Pasture","D3a","2022-07-26",3,5,3
"05091","05091",2022,"Short Season Small Grains","D2","2022-01-24",1,4,3
"05091","05091",2022,"Short Season Small Grains","D3a","2022-02-01",3,4,3
"05095","05095",2022,"Forage Sorghum","D3a","2022-10-11",3,5,3
"05095","05095",2022,"Full Season Improved Pasture","D3a","2022-10-11",3,5,4
"05095","05095",2022,"Full Season Improved Pasture","D3b","2022-11-07",4,5,4
"05095","05095",2022,"Native Pasture","D3a","2022-10-11",3,5,4
"05095","05095",2022,"Native Pasture","D3b","2022-11-07",4,5,4
"05097","05097",2022,"Forage Sorghum","D3a","2022-10-11",3,5,3
"05097","05097",2022,"Full Season Improved Pasture","D3a","2022-10-11",3,5,3
"05097","05097",2022,"Native Pasture","D3a","2022-10-11",3,5,3
"05099","05099",2022,"Annual Ryegrass","D2","2022-02-28",1,5,1
"05099","05099",2022,"Full Season Improved Pasture","D2","2022-03-11",1,5,1
"05099","05099",2022,"Long Season Small Grains","D2","2022-02-28",1,5,1
"05099","05099",2022,"Short Season Small Grains","D2","2022-02-28",1,4,1
"05101","05101",2022,"Forage Sorghum","D3a","2022-07-26",3,5,3
"05101","05101",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,3
"05101","05101",2022,"Native Pasture","D3a","2022-07-26",3,5,3
"05103","05103",2022,"Annual Ryegrass","D2","2022-03-21",1,5,1
"05103","05103",2022,"Full Season Improved Pasture","D2","2022-03-21",1,5,1
"05103","05103",2022,"Long Season Small Grains","D2","2022-03-21",1,5,1
"05105","05105",2022,"Forage Sorghum","D3a","2022-10-04",3,5,4
"05105","05105",2022,"Forage Sorghum","D3b","2022-10-31",4,5,4
"05105","05105",2022,"Full Season Improved Pasture","D3a","2022-10-04",3,5,4
"05105","05105",2022,"Full Season Improved Pasture","D3b","2022-10-31",4,5,4
"05105","05105",2022,"Native Pasture","D3a","2022-10-04",3,5,4
"05105","05105",2022,"Native Pasture","D3b","2022-10-31",4,5,4
"05107","05107",2022,"Forage Sorghum","D3a","2022-10-25",3,5,3
"05107","05107",2022,"Full Season Improved Pasture","D3a","2022-10-25",3,5,3
"05107","05107",2022,"Native Pasture","D3a","2022-10-25",3,5,3
"05111","05111",2022,"Forage Sorghum","D3a","2022-10-11",3,5,3
"05111","05111",2022,"Full Season Improved Pasture","D3a","2022-10-11",3,5,3
"05111","05111",2022,"Native Pasture","D3a","2022-10-11",3,5,3
"05113","05113",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05113","05113",2022,"Forage Sorghum","D3b","2022-08-22",4,5,4
"05113","05113",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05113","05113",2022,"Full Season Improved Pasture","D3b","2022-08-22",4,5,4
"05113","05113",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05113","05113",2022,"Native Pasture","D3b","2022-08-22",4,5,4
"05115","05115",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05115","05115",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05115","05115",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05115","05115",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05115","05115",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05115","05115",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05117","05117",2022,"Forage Sorghum","D3a","2022-10-11",3,5,3
"05117","05117",2022,"Full Season Improved Pasture","D3a","2022-10-11",3,5,4
"05117","05117",2022,"Full Season Improved Pasture","D3b","2022-11-07",4,5,4
"05117","05117",2022,"Native Pasture","D3a","2022-10-11",3,5,4
"05117","05117",2022,"Native Pasture","D3b","2022-11-07",4,5,4
"05119","05119",2022,"Forage Sorghum","D3a","2022-10-04",3,5,4
"05119","05119",2022,"Forage Sorghum","D3b","2022-10-31",4,5,4
"05119","05119",2022,"Full Season Improved Pasture","D3a","2022-10-04",3,5,4
"05119","05119",2022,"Full Season Improved Pasture","D3b","2022-10-31",4,5,4
"05119","05119",2022,"Native Pasture","D3a","2022-10-04",3,5,4
"05119","05119",2022,"Native Pasture","D3b","2022-10-31",4,5,4
"05121","05121",2022,"Forage Sorghum","D3a","2022-07-19",3,5,3
"05121","05121",2022,"Full Season Improved Pasture","D3a","2022-07-19",3,5,3
"05121","05121",2022,"Native Pasture","D3a","2022-07-19",3,5,3
"05123","05123",2022,"Forage Sorghum","D3a","2022-10-11",3,5,3
"05123","05123",2022,"Full Season Improved Pasture","D3a","2022-10-11",3,5,4
"05123","05123",2022,"Full Season Improved Pasture","D3b","2022-11-07",4,5,4
"05123","05123",2022,"Native Pasture","D3a","2022-10-11",3,5,4
"05123","05123",2022,"Native Pasture","D3b","2022-11-07",4,5,4
"05125","05125",2022,"Forage Sorghum","D3a","2022-10-04",3,5,4
"05125","05125",2022,"Forage Sorghum","D3b","2022-10-31",4,5,4
"05125","05125",2022,"Full Season Improved Pasture","D3a","2022-10-04",3,5,4
"05125","05125",2022,"Full Season Improved Pasture","D3b","2022-10-31",4,5,4
"05125","05125",2022,"Native Pasture","D3a","2022-10-04",3,5,4
"05125","05125",2022,"Native Pasture","D3b","2022-10-31",4,5,4
"05127","05127",2022,"Forage Sorghum","D3a","2022-09-27",3,5,4
"05127","05127",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05127","05127",2022,"Full Season Improved Pasture","D3a","2022-09-27",3,5,4
"05127","05127",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05127","05127",2022,"Native Pasture","D3a","2022-09-27",3,5,4
"05127","05127",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05129","05129",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05129","05129",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05129","05129",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05129","05129",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05129","05129",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05129","05129",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05131","05131",2022,"Forage Sorghum","D2","2022-09-12",1,5,4
"05131","05131",2022,"Forage Sorghum","D3a","2022-09-27",3,5,4
"05131","05131",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05131","05131",2022,"Full Season Improved Pasture","D2","2022-09-12",1,5,4
"05131","05131",2022,"Full Season Improved Pasture","D3a","2022-09-27",3,5,4
"05131","05131",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05131","05131",2022,"Native Pasture","D2","2022-09-12",1,5,4
"05131","05131",2022,"Native Pasture","D3a","2022-09-27",3,5,4
"05131","05131",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05133","05133",2022,"Annual Ryegrass","D3a","2022-01-25",3,5,3
"05133","05133",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05133","05133",2022,"Forage Sorghum","D3b","2022-08-22",4,5,4
"05133","05133",2022,"Full Season Improved Pasture","D3a","2022-01-25",3,5,4
"05133","05133",2022,"Full Season Improved Pasture","D3b","2022-08-08",4,5,4
"05133","05133",2022,"Long Season Small Grains","D3a","2022-01-25",3,5,3
"05133","05133",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05133","05133",2022,"Native Pasture","D3b","2022-08-22",4,5,4
"05133","05133",2022,"Short Season Small Grains","D3a","2022-01-25",3,4,3
"05135","05135",2022,"Forage Sorghum","D3a","2022-07-19",3,5,3
"05135","05135",2022,"Full Season Improved Pasture","D3a","2022-07-19",3,5,3
"05135","05135",2022,"Native Pasture","D3a","2022-07-19",3,5,3
"05137","05137",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05137","05137",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05137","05137",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
"05137","05137",2022,"Full Season Improved Pasture","D3b","2022-10-24",4,5,4
"05137","05137",2022,"Native Pasture","D3a","2022-07-26",3,5,4
"05137","05137",2022,"Native Pasture","D3b","2022-10-24",4,5,4
"05139","05139",2022,"Annual Ryegrass","D3a","2022-02-01",3,5,4
"05139","05139",2022,"Annual Ryegrass","D3b","2022-02-28",4,5,4
"05139","05139",2022,"Full Season Improved Pasture","D3a","2022-02-01",3,5,4
"05139","05139",2022,"Full Season Improved Pasture","D3b","2022-02-28",4,5,4
"05139","05139",2022,"Long Season Small Grains","D3a","2022-02-01",3,5,4
"05139","05139",2022,"Long Season Small Grains","D3b","2022-02-28",4,5,4
"05139","05139",2022,"Native Pasture","D3a","2022-03-15",3,5,3
"05139","05139",2022,"Short Season Small Grains","D3a","2022-02-01",3,4,4
"05139","05139",2022,"Short Season Small Grains","D3b","2022-02-28",4,4,4
"05141","05141",2022,"Forage Sorghum","D3a","2022-07-26",3,5,4
"05141","05141",2022,"Forage Sorghum","D3b","2022-10-24",4,5,4
"05141","05141",2022,"Full Season Improved Pasture","D3a","2022-07-26",3,5,4
