"id","state","county","year","type","disaster","disaster_start_date","payment_type"
"05099","Arkansas","Nevada",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05099","Arkansas","Nevada",2026,"Native Pasture","Drought","2026-03-31","4 Month"
"05099","Arkansas","Nevada",2015,"Native Pasture","Drought",NA,"3 Month"
"05099","Arkansas","Nevada",2012,"Native Pasture","Drought",NA,"4 Month"
"05099","Arkansas","Nevada",2011,"Native Pasture","Drought",NA,"Eligible"
"05099","Arkansas","Nevada",2026,"Short Season Small Grains","Drought","2026-03-09","1 Month"
"05099","Arkansas","Nevada",2022,"Short Season Small Grains","Drought","2022-02-28","1 Month"
"05099","Arkansas","Nevada",2018,"Short Season Small Grains","Drought",NA,"4 Month"
"05099","Arkansas","Nevada",2012,"Short Season Small Grains","Drought",NA,"3 Month"
"05099","Arkansas","Nevada",2015,"Warm Season Improved Pasture","Drought",NA,"3 Month"
"05101","Arkansas","Newton",2026,"Annual Ryegrass","Drought","2026-02-03","4 Month"
"05101","Arkansas","Newton",2025,"Annual Ryegrass","Drought","2024-11-01","3 Month"
"05101","Arkansas","Newton",2018,"Annual Ryegrass","Drought",NA,"1 Month"
"05101","Arkansas","Newton",2017,"Annual Ryegrass","Drought",NA,"1 Month"
"05101","Arkansas","Newton",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05101","Arkansas","Newton",2017,"Cool Season Improved Pasture","Drought",NA,"1 Month"
"05101","Arkansas","Newton",2026,"Forage Sorghum","Drought","2026-04-01","4 Month"
"05101","Arkansas","Newton",2024,"Forage Sorghum","Drought","2024-10-15","3 Month"
"05101","Arkansas","Newton",2022,"Forage Sorghum","Drought","2022-07-26","3 Month"
"05101","Arkansas","Newton",2012,"Forage Sorghum","Drought",NA,"5 Month"
"05101","Arkansas","Newton",2026,"Full Season Improved Pasture","Drought","2026-02-03","4 Month"
"05101","Arkansas","Newton",2024,"Full Season Improved Pasture","Drought","2024-10-15","3 Month"
"05101","Arkansas","Newton",2022,"Full Season Improved Pasture","Drought","2022-07-26","3 Month"
"05101","Arkansas","Newton",2012,"Improved Pasture","Drought",NA,"5 Month"
"05101","Arkansas","Newton",2026,"Long Season Small Grains","Drought","2026-02-03","4 Month"
"05101","Arkansas","Newton",2025,"Long Season Small Grains","Drought","2024-11-01","3 Month"
"05101","Arkansas","Newton",2018,"Long Season Small Grains","Drought",NA,"1 Month"
"05101","Arkansas","Newton",2017,"Long Season Small Grains","Drought",NA,"1 Month"
"05101","Arkansas","Newton",2013,"Long Season Small Grains","Drought",NA,"4 Month"
"05101","Arkansas","Newton",2026,"Native Pasture","Drought","2026-03-15","4 Month"
"05101","Arkansas","Newton",2024,"Native Pasture","Drought","2024-10-15","3 Month"
"05101","Arkansas","Newton",2022,"Native Pasture","Drought","2022-07-26","3 Month"
"05101","Arkansas","Newton",2012,"Native Pasture","Drought",NA,"5 Month"
"05101","Arkansas","Newton",2026,"Short Season Small Grains","Drought","2026-02-03","4 Month"
"05101","Arkansas","Newton",2025,"Short Season Small Grains","Drought","2024-11-01","3 Month"
"05101","Arkansas","Newton",2018,"Short Season Small Grains","Drought",NA,"1 Month"
"05101","Arkansas","Newton",2017,"Short Season Small Grains","Drought",NA,"1 Month"
"05101","Arkansas","Newton",2013,"Short Season Small Grains","Drought",NA,"4 Month"
"05103","Arkansas","Ouachita",2026,"Annual Ryegrass","Drought","2026-02-02","3 Month"
"05103","Arkansas","Ouachita",2025,"Annual Ryegrass","Drought","2024-12-26","1 Month"
"05103","Arkansas","Ouachita",2022,"Annual Ryegrass","Drought","2022-03-21","1 Month"
"05103","Arkansas","Ouachita",2018,"Annual Ryegrass","Drought",NA,"3 Month"
"05103","Arkansas","Ouachita",2013,"Annual Ryegrass","Drought",NA,"3 Month"
"05103","Arkansas","Ouachita",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05103","Arkansas","Ouachita",2026,"Forage Sorghum","Drought","2026-04-01","4 Month"
"05103","Arkansas","Ouachita",2015,"Forage Sorghum","Drought",NA,"4 Month"
"05103","Arkansas","Ouachita",2013,"Forage Sorghum","Drought",NA,"3 Month"
"05103","Arkansas","Ouachita",2012,"Forage Sorghum","Drought",NA,"4 Month"
"05103","Arkansas","Ouachita",2011,"Forage Sorghum","Drought",NA,"Eligible"
"05103","Arkansas","Ouachita",2010,"Forage Sorghum","Drought",NA,"Eligible"
"05103","Arkansas","Ouachita",2026,"Full Season Improved Pasture","Drought","2026-02-11","4 Month"
"05103","Arkansas","Ouachita",2022,"Full Season Improved Pasture","Drought","2022-03-21","1 Month"
"05103","Arkansas","Ouachita",2013,"Improved Pasture","Drought",NA,"3 Month"
"05103","Arkansas","Ouachita",2012,"Improved Pasture","Drought",NA,"4 Month"
"05103","Arkansas","Ouachita",2011,"Improved Pasture","Drought",NA,"Eligible"
"05103","Arkansas","Ouachita",2010,"Improved Pasture","Drought",NA,"Eligible"
"05103","Arkansas","Ouachita",2026,"Long Season Small Grains","Drought","2026-02-02","3 Month"
"05103","Arkansas","Ouachita",2025,"Long Season Small Grains","Drought","2024-12-26","1 Month"
"05103","Arkansas","Ouachita",2022,"Long Season Small Grains","Drought","2022-03-21","1 Month"
"05103","Arkansas","Ouachita",2018,"Long Season Small Grains","Drought",NA,"3 Month"
"05103","Arkansas","Ouachita",2012,"Long Season Small Grains","Drought",NA,"4 Month"
"05103","Arkansas","Ouachita",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05103","Arkansas","Ouachita",2026,"Native Pasture","Drought","2026-03-31","4 Month"
"05103","Arkansas","Ouachita",2015,"Native Pasture","Drought",NA,"4 Month"
"05103","Arkansas","Ouachita",2013,"Native Pasture","Drought",NA,"3 Month"
"05103","Arkansas","Ouachita",2012,"Native Pasture","Drought",NA,"4 Month"
"05103","Arkansas","Ouachita",2011,"Native Pasture","Drought",NA,"Eligible"
"05103","Arkansas","Ouachita",2026,"Short Season Small Grains","Drought","2026-02-02","2 Month"
"05103","Arkansas","Ouachita",2025,"Short Season Small Grains","Drought","2024-12-26","1 Month"
"05103","Arkansas","Ouachita",2018,"Short Season Small Grains","Drought",NA,"3 Month"
"05103","Arkansas","Ouachita",2012,"Short Season Small Grains","Drought",NA,"4 Month"
"05103","Arkansas","Ouachita",2015,"Warm Season Improved Pasture","Drought",NA,"4 Month"
"05105","Arkansas","Perry",2026,"Annual Ryegrass","Drought","2026-01-20","4 Month"
"05105","Arkansas","Perry",2018,"Annual Ryegrass","Drought",NA,"4 Month"
"05105","Arkansas","Perry",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05105","Arkansas","Perry",2026,"Forage Sorghum","Drought","2026-04-01","4 Month"
"05105","Arkansas","Perry",2023,"Forage Sorghum","Drought","2023-10-24","3 Month"
"05105","Arkansas","Perry",2022,"Forage Sorghum","Drought","2022-10-04","4 Month"
"05105","Arkansas","Perry",2012,"Forage Sorghum","Drought",NA,"5 Month"
"05105","Arkansas","Perry",2011,"Forage Sorghum","Drought",NA,"Eligible"
"05105","Arkansas","Perry",2026,"Full Season Improved Pasture","Drought","2026-01-20","5 Month"
"05105","Arkansas","Perry",2023,"Full Season Improved Pasture","Drought","2023-10-24","3 Month"
"05105","Arkansas","Perry",2022,"Full Season Improved Pasture","Drought","2022-10-04","4 Month"
"05105","Arkansas","Perry",2012,"Improved Pasture","Drought",NA,"5 Month"
"05105","Arkansas","Perry",2011,"Improved Pasture","Drought",NA,"Eligible"
"05105","Arkansas","Perry",2026,"Long Season Small Grains","Drought","2026-01-20","4 Month"
"05105","Arkansas","Perry",2018,"Long Season Small Grains","Drought",NA,"4 Month"
"05105","Arkansas","Perry",2013,"Long Season Small Grains","Drought",NA,"1 Month"
"05105","Arkansas","Perry",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05105","Arkansas","Perry",2026,"Native Pasture","Drought","2026-03-15","5 Month"
"05105","Arkansas","Perry",2023,"Native Pasture","Drought","2023-10-24","3 Month"
"05105","Arkansas","Perry",2022,"Native Pasture","Drought","2022-10-04","4 Month"
"05105","Arkansas","Perry",2012,"Native Pasture","Drought",NA,"5 Month"
"05105","Arkansas","Perry",2011,"Native Pasture","Drought",NA,"Eligible"
"05105","Arkansas","Perry",2026,"Short Season Small Grains","Drought","2026-01-20","4 Month"
"05105","Arkansas","Perry",2018,"Short Season Small Grains","Drought",NA,"4 Month"
"05105","Arkansas","Perry",2013,"Short Season Small Grains","Drought",NA,"1 Month"
"05107","Arkansas","Phillips",2026,"Annual Ryegrass","Drought","2026-02-16","2 Month"
"05107","Arkansas","Phillips",2024,"Annual Ryegrass","Drought","2023-11-01","5 Month"
"05107","Arkansas","Phillips",2023,"Annual Ryegrass","Drought","2022-11-01","3 Month"
"05107","Arkansas","Phillips",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05107","Arkansas","Phillips",2026,"Forage Sorghum","Drought","2026-04-28","4 Month"
"05107","Arkansas","Phillips",2023,"Forage Sorghum","Drought","2023-10-24","3 Month"
"05107","Arkansas","Phillips",2022,"Forage Sorghum","Drought","2022-10-25","3 Month"
"05107","Arkansas","Phillips",2015,"Forage Sorghum","Drought",NA,"3 Month"
"05107","Arkansas","Phillips",2012,"Forage Sorghum","Drought",NA,"4 Month"
"05107","Arkansas","Phillips",2010,"Forage Sorghum","Drought",NA,"Eligible"
"05107","Arkansas","Phillips",2026,"Full Season Improved Pasture","Drought","2026-02-16","4 Month"
"05107","Arkansas","Phillips",2024,"Full Season Improved Pasture","Drought","2024-01-15","4 Month"
"05107","Arkansas","Phillips",2023,"Full Season Improved Pasture","Drought","2023-10-24","3 Month"
"05107","Arkansas","Phillips",2022,"Full Season Improved Pasture","Drought","2022-10-25","3 Month"
"05107","Arkansas","Phillips",2012,"Improved Pasture","Drought",NA,"4 Month"
"05107","Arkansas","Phillips",2010,"Improved Pasture","Drought",NA,"Eligible"
"05107","Arkansas","Phillips",2026,"Long Season Small Grains","Drought","2026-02-16","2 Month"
"05107","Arkansas","Phillips",2024,"Long Season Small Grains","Drought","2023-11-01","5 Month"
"05107","Arkansas","Phillips",2023,"Long Season Small Grains","Drought","2022-11-01","3 Month"
"05107","Arkansas","Phillips",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05107","Arkansas","Phillips",2026,"Native Pasture","Drought","2026-04-11","4 Month"
"05107","Arkansas","Phillips",2023,"Native Pasture","Drought","2023-10-24","3 Month"
"05107","Arkansas","Phillips",2022,"Native Pasture","Drought","2022-10-25","3 Month"
"05107","Arkansas","Phillips",2015,"Native Pasture","Drought",NA,"3 Month"
"05107","Arkansas","Phillips",2012,"Native Pasture","Drought",NA,"4 Month"
"05107","Arkansas","Phillips",2010,"Native Pasture","Drought",NA,"Eligible"
"05107","Arkansas","Phillips",2026,"Short Season Small Grains","Drought","2026-02-16","2 Month"
"05107","Arkansas","Phillips",2024,"Short Season Small Grains","Drought","2023-11-01","4 Month"
"05107","Arkansas","Phillips",2023,"Short Season Small Grains","Drought","2022-11-01","3 Month"
"05107","Arkansas","Phillips",2015,"Warm Season Improved Pasture","Drought",NA,"3 Month"
"05109","Arkansas","Pike",2026,"Annual Ryegrass","Drought","2026-02-09","4 Month"
"05109","Arkansas","Pike",2018,"Annual Ryegrass","Drought",NA,"4 Month"
"05109","Arkansas","Pike",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05109","Arkansas","Pike",2026,"Forage Sorghum","Drought","2026-04-01","4 Month"
"05109","Arkansas","Pike",2015,"Forage Sorghum","Drought",NA,"3 Month"
"05109","Arkansas","Pike",2012,"Forage Sorghum","Drought",NA,"5 Month"
"05109","Arkansas","Pike",2011,"Forage Sorghum","Drought",NA,"Eligible"
"05109","Arkansas","Pike",2026,"Full Season Improved Pasture","Drought","2026-02-11","4 Month"
"05109","Arkansas","Pike",2012,"Improved Pasture","Drought",NA,"5 Month"
"05109","Arkansas","Pike",2011,"Improved Pasture","Drought",NA,"Eligible"
"05109","Arkansas","Pike",2026,"Long Season Small Grains","Drought","2026-02-09","4 Month"
"05109","Arkansas","Pike",2018,"Long Season Small Grains","Drought",NA,"4 Month"
"05109","Arkansas","Pike",2013,"Long Season Small Grains","Drought",NA,"4 Month"
"05109","Arkansas","Pike",2012,"Long Season Small Grains","Drought",NA,"3 Month"
"05109","Arkansas","Pike",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05109","Arkansas","Pike",2026,"Native Pasture","Drought","2026-03-15","4 Month"
"05109","Arkansas","Pike",2015,"Native Pasture","Drought",NA,"3 Month"
"05109","Arkansas","Pike",2012,"Native Pasture","Drought",NA,"5 Month"
"05109","Arkansas","Pike",2011,"Native Pasture","Drought",NA,"Eligible"
"05109","Arkansas","Pike",2026,"Short Season Small Grains","Drought","2026-02-09","3 Month"
"05109","Arkansas","Pike",2018,"Short Season Small Grains","Drought",NA,"4 Month"
"05109","Arkansas","Pike",2013,"Short Season Small Grains","Drought",NA,"4 Month"
"05109","Arkansas","Pike",2012,"Short Season Small Grains","Drought",NA,"3 Month"
"05109","Arkansas","Pike",2015,"Warm Season Improved Pasture","Drought",NA,"3 Month"
"05111","Arkansas","Poinsett",2026,"Annual Ryegrass","Drought","2026-01-12","5 Month"
"05111","Arkansas","Poinsett",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05111","Arkansas","Poinsett",2026,"Forage Sorghum","Drought","2026-04-01","5 Month"
"05111","Arkansas","Poinsett",2022,"Forage Sorghum","Drought","2022-10-11","3 Month"
"05111","Arkansas","Poinsett",2012,"Forage Sorghum","Drought",NA,"5 Month"
"05111","Arkansas","Poinsett",2010,"Forage Sorghum","Drought",NA,"Eligible"
"05111","Arkansas","Poinsett",2026,"Full Season Improved Pasture","Drought","2026-01-15","5 Month"
"05111","Arkansas","Poinsett",2022,"Full Season Improved Pasture","Drought","2022-10-11","3 Month"
"05111","Arkansas","Poinsett",2012,"Improved Pasture","Drought",NA,"5 Month"
"05111","Arkansas","Poinsett",2010,"Improved Pasture","Drought",NA,"Eligible"
"05111","Arkansas","Poinsett",2026,"Long Season Small Grains","Drought","2026-01-12","5 Month"
"05111","Arkansas","Poinsett",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05111","Arkansas","Poinsett",2026,"Native Pasture","Drought","2026-03-15","5 Month"
"05111","Arkansas","Poinsett",2022,"Native Pasture","Drought","2022-10-11","3 Month"
"05111","Arkansas","Poinsett",2012,"Native Pasture","Drought",NA,"5 Month"
"05111","Arkansas","Poinsett",2026,"Short Season Small Grains","Drought","2026-01-12","4 Month"
"05113","Arkansas","Polk",2026,"Annual Ryegrass","Drought","2026-02-09","4 Month"
"05113","Arkansas","Polk",2025,"Annual Ryegrass","Drought","2024-11-01","3 Month"
"05113","Arkansas","Polk",2018,"Annual Ryegrass","Drought",NA,"4 Month"
"05113","Arkansas","Polk",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05113","Arkansas","Polk",2026,"Forage Sorghum","Drought","2026-04-01","4 Month"
"05113","Arkansas","Polk",2024,"Forage Sorghum","Drought","2024-10-29","3 Month"
"05113","Arkansas","Polk",2022,"Forage Sorghum","Drought","2022-07-26","4 Month"
"05113","Arkansas","Polk",2015,"Forage Sorghum","Drought",NA,"3 Month"
"05113","Arkansas","Polk",2012,"Forage Sorghum","Drought",NA,"5 Month"
"05113","Arkansas","Polk",2011,"Forage Sorghum","Drought",NA,"Eligible"
"05113","Arkansas","Polk",2026,"Full Season Improved Pasture","Drought","2026-02-11","4 Month"
"05113","Arkansas","Polk",2024,"Full Season Improved Pasture","Drought","2024-10-29","3 Month"
"05113","Arkansas","Polk",2022,"Full Season Improved Pasture","Drought","2022-07-26","4 Month"
"05113","Arkansas","Polk",2012,"Improved Pasture","Drought",NA,"5 Month"
"05113","Arkansas","Polk",2011,"Improved Pasture","Drought",NA,"Eligible"
"05113","Arkansas","Polk",2026,"Long Season Small Grains","Drought","2026-02-09","4 Month"
"05113","Arkansas","Polk",2025,"Long Season Small Grains","Drought","2024-11-01","3 Month"
"05113","Arkansas","Polk",2018,"Long Season Small Grains","Drought",NA,"4 Month"
"05113","Arkansas","Polk",2013,"Long Season Small Grains","Drought",NA,"4 Month"
"05113","Arkansas","Polk",2012,"Long Season Small Grains","Drought",NA,"3 Month"
"05113","Arkansas","Polk",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05113","Arkansas","Polk",2026,"Native Pasture","Drought","2026-03-15","4 Month"
"05113","Arkansas","Polk",2024,"Native Pasture","Drought","2024-10-29","3 Month"
"05113","Arkansas","Polk",2022,"Native Pasture","Drought","2022-07-26","4 Month"
"05113","Arkansas","Polk",2015,"Native Pasture","Drought",NA,"3 Month"
"05113","Arkansas","Polk",2012,"Native Pasture","Drought",NA,"5 Month"
"05113","Arkansas","Polk",2011,"Native Pasture","Drought",NA,"Eligible"
"05113","Arkansas","Polk",2026,"Short Season Small Grains","Drought","2026-02-09","3 Month"
"05113","Arkansas","Polk",2025,"Short Season Small Grains","Drought","2024-11-01","3 Month"
"05113","Arkansas","Polk",2018,"Short Season Small Grains","Drought",NA,"4 Month"
"05113","Arkansas","Polk",2013,"Short Season Small Grains","Drought",NA,"4 Month"
"05113","Arkansas","Polk",2012,"Short Season Small Grains","Drought",NA,"3 Month"
"05113","Arkansas","Polk",2015,"Warm Season Improved Pasture","Drought",NA,"3 Month"
"05115","Arkansas","Pope",2026,"Annual Ryegrass","Drought","2026-02-03","4 Month"
"05115","Arkansas","Pope",2018,"Annual Ryegrass","Drought",NA,"1 Month"
"05115","Arkansas","Pope",2017,"Annual Ryegrass","Drought",NA,"1 Month"
"05115","Arkansas","Pope",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05115","Arkansas","Pope",2017,"Cool Season Improved Pasture","Drought",NA,"1 Month"
"05115","Arkansas","Pope",2026,"Forage Sorghum","Drought","2026-04-01","4 Month"
"05115","Arkansas","Pope",2022,"Forage Sorghum","Drought","2022-07-26","4 Month"
"05115","Arkansas","Pope",2012,"Forage Sorghum","Drought",NA,"5 Month"
"05115","Arkansas","Pope",2026,"Full Season Improved Pasture","Drought","2026-02-03","4 Month"
"05115","Arkansas","Pope",2022,"Full Season Improved Pasture","Drought","2022-07-26","4 Month"
"05115","Arkansas","Pope",2012,"Improved Pasture","Drought",NA,"5 Month"
"05115","Arkansas","Pope",2026,"Long Season Small Grains","Drought","2026-02-03","4 Month"
"05115","Arkansas","Pope",2018,"Long Season Small Grains","Drought",NA,"1 Month"
"05115","Arkansas","Pope",2017,"Long Season Small Grains","Drought",NA,"1 Month"
"05115","Arkansas","Pope",2013,"Long Season Small Grains","Drought",NA,"4 Month"
"05115","Arkansas","Pope",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05115","Arkansas","Pope",2026,"Native Pasture","Drought","2026-03-15","4 Month"
"05115","Arkansas","Pope",2022,"Native Pasture","Drought","2022-07-26","4 Month"
"05115","Arkansas","Pope",2012,"Native Pasture","Drought",NA,"5 Month"
"05115","Arkansas","Pope",2026,"Short Season Small Grains","Drought","2026-02-03","4 Month"
"05115","Arkansas","Pope",2018,"Short Season Small Grains","Drought",NA,"1 Month"
"05115","Arkansas","Pope",2013,"Short Season Small Grains","Drought",NA,"4 Month"
"05117","Arkansas","Prairie",2026,"Annual Ryegrass","Drought","2026-01-20","4 Month"
"05117","Arkansas","Prairie",2024,"Annual Ryegrass","Drought","2023-12-26","1 Month"
"05117","Arkansas","Prairie",2023,"Annual Ryegrass","Drought","2022-11-01","3 Month"
"05117","Arkansas","Prairie",2018,"Annual Ryegrass","Drought",NA,"3 Month"
"05117","Arkansas","Prairie",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05117","Arkansas","Prairie",2026,"Forage Sorghum","Drought","2026-04-01","4 Month"
"05117","Arkansas","Prairie",2025,"Forage Sorghum","Drought","2025-10-20","1 Month"
"05117","Arkansas","Prairie",2022,"Forage Sorghum","Drought","2022-10-11","3 Month"
"05117","Arkansas","Prairie",2015,"Forage Sorghum","Drought",NA,"3 Month"
"05117","Arkansas","Prairie",2012,"Forage Sorghum","Drought",NA,"5 Month"
"05117","Arkansas","Prairie",2026,"Full Season Improved Pasture","Drought","2026-01-20","4 Month"
"05117","Arkansas","Prairie",2025,"Full Season Improved Pasture","Drought","2025-10-20","1 Month"
"05117","Arkansas","Prairie",2022,"Full Season Improved Pasture","Drought","2022-10-11","4 Month"
"05117","Arkansas","Prairie",2012,"Improved Pasture","Drought",NA,"5 Month"
"05117","Arkansas","Prairie",2026,"Long Season Small Grains","Drought","2026-01-20","4 Month"
"05117","Arkansas","Prairie",2024,"Long Season Small Grains","Drought","2023-12-26","1 Month"
"05117","Arkansas","Prairie",2023,"Long Season Small Grains","Drought","2022-11-01","3 Month"
"05117","Arkansas","Prairie",2018,"Long Season Small Grains","Drought",NA,"3 Month"
"05117","Arkansas","Prairie",2013,"Long Season Small Grains","Drought",NA,"3 Month"
"05117","Arkansas","Prairie",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05117","Arkansas","Prairie",2026,"Native Pasture","Drought","2026-03-15","4 Month"
"05117","Arkansas","Prairie",2025,"Native Pasture","Drought","2025-10-20","1 Month"
"05117","Arkansas","Prairie",2022,"Native Pasture","Drought","2022-10-11","4 Month"
"05117","Arkansas","Prairie",2015,"Native Pasture","Drought",NA,"3 Month"
"05117","Arkansas","Prairie",2012,"Native Pasture","Drought",NA,"5 Month"
"05117","Arkansas","Prairie",2026,"Short Season Small Grains","Drought","2026-01-20","4 Month"
"05117","Arkansas","Prairie",2024,"Short Season Small Grains","Drought","2023-12-26","1 Month"
"05117","Arkansas","Prairie",2023,"Short Season Small Grains","Drought","2022-11-01","3 Month"
"05117","Arkansas","Prairie",2018,"Short Season Small Grains","Drought",NA,"3 Month"
"05117","Arkansas","Prairie",2013,"Short Season Small Grains","Drought",NA,"3 Month"
"05117","Arkansas","Prairie",2015,"Warm Season Improved Pasture","Drought",NA,"3 Month"
"05119","Arkansas","Pulaski",2026,"Annual Ryegrass","Drought","2026-01-20","4 Month"
"05119","Arkansas","Pulaski",2023,"Annual Ryegrass","Drought","2022-11-01","3 Month"
"05119","Arkansas","Pulaski",2018,"Annual Ryegrass","Drought",NA,"3 Month"
"05119","Arkansas","Pulaski",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05119","Arkansas","Pulaski",2026,"Forage Sorghum","Drought","2026-04-01","4 Month"
"05119","Arkansas","Pulaski",2025,"Forage Sorghum","Drought","2025-10-20","1 Month"
"05119","Arkansas","Pulaski",2023,"Forage Sorghum","Drought","2023-10-24","3 Month"
"05119","Arkansas","Pulaski",2022,"Forage Sorghum","Drought","2022-10-04","4 Month"
"05119","Arkansas","Pulaski",2015,"Forage Sorghum","Drought",NA,"3 Month"
"05119","Arkansas","Pulaski",2012,"Forage Sorghum","Drought",NA,"5 Month"
"05119","Arkansas","Pulaski",2026,"Full Season Improved Pasture","Drought","2026-01-20","5 Month"
"05119","Arkansas","Pulaski",2025,"Full Season Improved Pasture","Drought","2025-10-20","1 Month"
"05119","Arkansas","Pulaski",2023,"Full Season Improved Pasture","Drought","2023-10-24","3 Month"
"05119","Arkansas","Pulaski",2022,"Full Season Improved Pasture","Drought","2022-10-04","4 Month"
"05119","Arkansas","Pulaski",2012,"Improved Pasture","Drought",NA,"5 Month"
"05119","Arkansas","Pulaski",2026,"Long Season Small Grains","Drought","2026-01-20","4 Month"
"05119","Arkansas","Pulaski",2023,"Long Season Small Grains","Drought","2022-11-01","3 Month"
"05119","Arkansas","Pulaski",2018,"Long Season Small Grains","Drought",NA,"3 Month"
"05119","Arkansas","Pulaski",2013,"Long Season Small Grains","Drought",NA,"3 Month"
"05119","Arkansas","Pulaski",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05119","Arkansas","Pulaski",2026,"Native Pasture","Drought","2026-03-15","5 Month"
"05119","Arkansas","Pulaski",2025,"Native Pasture","Drought","2025-10-20","1 Month"
"05119","Arkansas","Pulaski",2023,"Native Pasture","Drought","2023-10-24","3 Month"
"05119","Arkansas","Pulaski",2022,"Native Pasture","Drought","2022-10-04","4 Month"
"05119","Arkansas","Pulaski",2015,"Native Pasture","Drought",NA,"3 Month"
"05119","Arkansas","Pulaski",2012,"Native Pasture","Drought",NA,"5 Month"
"05119","Arkansas","Pulaski",2026,"Short Season Small Grains","Drought","2026-01-20","4 Month"
"05119","Arkansas","Pulaski",2023,"Short Season Small Grains","Drought","2022-11-01","3 Month"
"05119","Arkansas","Pulaski",2018,"Short Season Small Grains","Drought",NA,"3 Month"
"05119","Arkansas","Pulaski",2013,"Short Season Small Grains","Drought",NA,"3 Month"
"05119","Arkansas","Pulaski",2015,"Warm Season Improved Pasture","Drought",NA,"3 Month"
"05121","Arkansas","Randolph",2026,"Annual Ryegrass","Drought","2025-11-28","4 Month"
"05121","Arkansas","Randolph",2018,"Annual Ryegrass","Drought",NA,"4 Month"
"05121","Arkansas","Randolph",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05121","Arkansas","Randolph",2026,"Forage Sorghum","Drought","2026-04-01","5 Month"
"05121","Arkansas","Randolph",2025,"Forage Sorghum","Drought","2025-10-27","1 Month"
"05121","Arkansas","Randolph",2022,"Forage Sorghum","Drought","2022-07-19","3 Month"
"05121","Arkansas","Randolph",2012,"Forage Sorghum","Drought",NA,"5 Month"
"05121","Arkansas","Randolph",2026,"Full Season Improved Pasture","Drought","2026-01-20","5 Month"
"05121","Arkansas","Randolph",2025,"Full Season Improved Pasture","Drought","2025-10-27","1 Month"
"05121","Arkansas","Randolph",2022,"Full Season Improved Pasture","Drought","2022-07-19","3 Month"
"05121","Arkansas","Randolph",2018,"Full Season Improved Pasture","Drought",NA,"4 Month"
"05121","Arkansas","Randolph",2012,"Improved Pasture","Drought",NA,"5 Month"
"05121","Arkansas","Randolph",2026,"Long Season Small Grains","Drought","2025-11-28","4 Month"
"05121","Arkansas","Randolph",2018,"Long Season Small Grains","Drought",NA,"4 Month"
"05121","Arkansas","Randolph",2013,"Long Season Small Grains","Drought",NA,"1 Month"
"05121","Arkansas","Randolph",2011,"Long Season Small Grains","Drought",NA,"Eligible"
"05121","Arkansas","Randolph",2026,"Native Pasture","Drought","2026-03-15","5 Month"
"05121","Arkansas","Randolph",2025,"Native Pasture","Drought","2025-10-27","1 Month"
"05121","Arkansas","Randolph",2022,"Native Pasture","Drought","2022-07-19","3 Month"
"05121","Arkansas","Randolph",2012,"Native Pasture","Drought",NA,"5 Month"
"05121","Arkansas","Randolph",2026,"Short Season Small Grains","Drought","2025-11-28","4 Month"
"05121","Arkansas","Randolph",2018,"Short Season Small Grains","Drought",NA,"4 Month"
"05121","Arkansas","Randolph",2013,"Short Season Small Grains","Drought",NA,"1 Month"
"05123","Arkansas","St. Francis",2026,"Annual Ryegrass","Drought","2026-02-16","3 Month"
"05123","Arkansas","St. Francis",2024,"Annual Ryegrass","Drought","2023-12-26","4 Month"
"05123","Arkansas","St. Francis",2023,"Annual Ryegrass","Drought","2022-11-01","3 Month"
"05123","Arkansas","St. Francis",2012,"Annual Ryegrass","Drought",NA,"4 Month"
"05123","Arkansas","St. Francis",2026,"Forage Sorghum","Drought","2026-04-01","4 Month"
"05123","Arkansas","St. Francis",2022,"Forage Sorghum","Drought","2022-10-11","3 Month"
"05123","Arkansas","St. Francis",2012,"Forage Sorghum","Drought",NA,"4 Month"
"05123","Arkansas","St. Francis",2026,"Full Season Improved Pasture","Drought","2026-02-16","4 Month"
"05123","Arkansas","St. Francis",2024,"Full Season Improved Pasture","Drought","2024-01-15","3 Month"
"05123","Arkansas","St. Francis",2022,"Full Season Improved Pasture","Drought","2022-10-11","4 Month"
"05123","Arkansas","St. Francis",2012,"Improved Pasture","Drought",NA,"4 Month"
